"PROVINCE_STATE","YEAR","NATIVE","MONTH","CASES","POPULATION","INCIDENCE"
"Bombay Presidency",1914,"1","January",805,6941549.5058756,115.968343857321
"Burma",1914,"1","January",0,12634844.688875,0
"Hyderabad",1914,"1","January",362,13266188.5307177,27.2874156101275
"Mysore",1914,"1","January",376,5840728.65313397,64.3755295494251
"Bangalore Civil And Military Station",1914,"1","January",96,106414.512454545,902.132592497724
"Madras Presidency",1914,"1","January",5,473608.866363636,10.5572347882546
"Calcutta City",1914,"0","January",0,1032388.20458852,0
"Bombay City",1914,"0","January",59,1059184.6996555,55.7032215620087
"Madras City",1914,"0","January",0,265016.398985646,0
"Delhi",1915,"0","January",1,434685.518736842,2.30051372059946
"Bengal",1915,"0","January",3,45917075.6179139,0.0653351712762298
"Bihar And Orissa",1915,"0","January",2196,34194210.8434286,64.2213973018776
"Assam",1915,"0","January",0,6927543.30721531,0
"United Province Of Agra And Oudh",1915,"0","January",4889,46044535.6612823,106.179808956376
"Punjab",1915,"0","January",13890,19775025.6002679,702.401113443404
"North West Frontier Province",1915,"0","January",0,2225988.56884211,0
"Central Province And Berar",1915,"0","January",1951,13870467.2175694,140.658563939989
"Madras Presidency",1915,"0","January",396,39504710.5781053,10.0241210277206
"Coorg",1915,"0","January",0,170094.102047847,0
"Bombay Presidency",1915,"0","January",2005,16071476.8732632,124.755180610411
"Lower Burma",1915,"0","January",719,6414814.13285714,112.084307527669
"Upper Burma",1915,"0","January",237,6401161.33828571,37.0245315615605
"Ajmer Merwara",1915,"0","January",0,448190.926315789,0
"Bengal",1915,"1","January",0,1595897.10755981,0
"Bihar And Orissa",1915,"1","January",0,3905003.66942857,0
"Assam",1915,"1","January",0,500969.515428571,0
"United Province Of Agra And Oudh",1915,"1","January",25,859487.858717703,29.0870891850622
"Punjab",1915,"1","January",1413,3853425.31743541,366.686748438244
"Jammu And Kashmir",1915,"1","January",73,3218276.66794258,22.6829472826736
"Baluchistan Agency",1915,NA,"January",0,816823.348571429,0
"Rajputana Agency",1915,"1","January",2,10601579.7571675,0.188651129908054
"Central India Agency",1915,"1","January",135,6206736.38105263,21.750561279212
"Central Province And Berar",1915,"1","January",0,1384595.67027751,0
"Bombay Presidency",1915,"1","January",541,6933555.57959809,78.026345038884
"Burma",1915,"1","January",0,12815975.4711429,0
"Hyderabad",1915,"1","January",134,13140827.3577033,10.1972270354384
"Mysore",1915,"1","January",462,5852308.73397129,78.9432036143612
"Bangalore Civil And Military Station",1915,"1","January",77,108304.478545455,710.958595933624
"Madras Presidency",1915,"1","January",0,475548.523636364,0
"Calcutta City",1915,"0","January",3,1037776.94051675,2.89079462346329
"Bombay City",1915,"0","January",7,1083788.23950239,6.4588263139061
"Madras City",1915,"0","January",0,296920.089645933,0
"Delhi",1916,"0","January",0,442112.223684211,0
"Bengal",1916,"0","January",15,46034006.4868421,0.325846067825694
"Bihar And Orissa",1916,"0","January",3085,34088808.7857143,90.4989088763008
"Assam",1916,"0","January",0,7012934.03289474,0
"United Province Of Agra And Oudh",1916,"0","January",7048,45855619.4736842,153.699809988277
"Punjab",1916,"0","January",230,19880668.7631579,11.5690273169395
"North West Frontier Province",1916,"0","January",0,2230793.55921053,0
"Central Province And Berar",1916,"0","January",3762,13834501.4342105,271.928845277877
"Madras Presidency",1916,"0","January",1849,39560062.8355263,46.7390561963298
"Coorg",1916,"0","January",0,168859.243421053,0
"Bombay Presidency",1916,"0","January",8122,16029337.4013158,506.69592863728
"Lower Burma",1916,"0","January",354,6478371.27455357,54.6433640489977
"Upper Burma",1916,"0","January",889,6518558.98214286,136.379835242015
"Ajmer Merwara",1916,"0","January",0,447006.006578947,0
"Bengal",1916,"1","January",0,1604013.46052632,0
"Bihar And Orissa",1916,"1","January",0,3899101.58258929,0
"Assam",1916,"1","January",0,505227.872767857,0
"United Province Of Agra And Oudh",1916,"1","January",10,850558.151315789,11.7569856740898
"Punjab",1916,"1","January",83,3870591.30263158,21.4437520033616
"Jammu And Kashmir",1916,"1","January",61,3232371.90789474,18.8715908126208
"Baluchistan Agency",1916,NA,"January",0,811547.189732143,0
"Rajputana Agency",1916,"1","January",0,10498732.2894737,0
"Central India Agency",1916,"1","January",356,6176481.60526316,57.6379924286736
"Central Province And Berar",1916,"1","January",0,1379740.36184211,0
"Baroda",1916,"1","January",39,2077925.13157895,18.7687224180041
"Bombay Presidency",1916,"1","January",1658,6922164.10526316,239.520470013036
"Burma",1916,"1","January",0,12996930.2566964,0
"Hyderabad",1916,"1","January",3955,12995145.3157895,304.344422774138
"Mysore",1916,"1","January",646,5865265.45394737,110.139942526427
"Bangalore Civil And Military Station",1916,"1","January",55,110185.125,499.159936515932
"Madras Presidency",1916,"1","January",0,476949.25,0
"Calcutta City",1916,"0","January",1,1042342.20394737,0.959377828330255
"Bombay City",1916,"0","January",44,1106576.36842105,39.7622805399167
"Madras City",1916,"0","January",0,333854.973684211,0
"Delhi",1917,"0","January",0,450251.270736842,0
"Bengal",1917,"0","January",0,46156007.156823,0
"Bihar And Orissa",1917,"0","January",3728,33995416.8251429,109.661841158623
"Assam",1917,"0","January",0,7098847.55594258,0
"United Province Of Agra And Oudh",1917,"0","January",11212,45685488.1681914,245.417099598957
"Punjab",1917,"0","January",166,20006439.4249952,8.29732849877358
"North West Frontier Province",1917,"0","January",5,2235065.98484211,2.23707041935642
"Central Province And Berar",1917,"0","January",7149,13791813.3361148,518.350982990747
"Madras Presidency",1917,"0","January",2350,39620834.9861053,59.3122280442632
"Coorg",1917,"0","January",0,167668.205320574,0
"Bombay Presidency",1917,"0","January",20621,15990811.2572632,1289.55308572188
"Lower Burma",1917,"0","January",685,6544913.51428571,104.661428833985
"Upper Burma",1917,"0","January",134,6630313.46742857,20.2102058459642
"Ajmer Merwara",1917,"0","January",121,445903.566315789,271.359121434583
"Bengal",1917,"1","January",0,1611929.65665072,0
"Bihar And Orissa",1917,"1","January",0,3897494.48914286,0
"Assam",1917,"1","January",0,509582.840285714,0
"United Province Of Agra And Oudh",1917,"1","January",576,841804.671808612,684.244242506362
"Punjab",1917,"1","January",23,3891887.58361722,5.90972876421657
"Jammu And Kashmir",1917,"1","January",5,3247023.15521531,1.53987198766017
"Baluchistan Agency",1917,NA,"January",0,806720.375714286,0
"Rajputana Agency",1917,"1","January",141,10394708.998622,13.5645932963291
"Central India Agency",1917,"1","January",878,6137138.18105263,143.063423716069
"Central Province And Berar",1917,"1","January",0,1373527.26445933,0
"Baroda",1917,"1","January",171,2084905.79104306,82.0180944072539
"Bombay Presidency",1917,"1","January",1852,6911178.98250718,267.971644879633
"Burma",1917,"1","January",11,13175226.9817143,0.834900227166237
"Hyderabad",1917,"1","January",12960,12843709.4886124,1009.05427762055
"Mysore",1917,"1","January",1317,5880404.33760766,223.964190961705
"Bangalore Civil And Military Station",1917,"1","January",145,112041.921454545,1294.15845531376
"Madras Presidency",1917,"1","January",0,477791.076363636,0
"Calcutta City",1917,"0","January",0,1045897.8110622,0
"Bombay City",1917,"0","January",47,1127052.74786603,41.7016861801634
"Madras City",1917,"0","January",1,373904.299827751,2.67448114520394
"Delhi",1918,"0","January",6,459028.715894737,13.0710776738767
"Bengal",1918,"0","January",21,46283527.3354928,0.453725141728686
"Bihar And Orissa",1918,"0","January",11714,33926708.364,345.273696296156
"Assam",1918,"0","January",0,7185880.24526794,0
"United Province Of Agra And Oudh",1918,"0","January",40568,45543234.0564402,890.757998207274
"Punjab",1918,"0","January",5285,20151071.632689,262.268930225363
"North West Frontier Province",1918,"0","January",1,2239031.34373684,0.446621706657776
"Central Province And Berar",1918,"0","January",3732,13751808.6334641,271.382484985897
"Madras Presidency",1918,"0","January",4410,39697446.5038421,111.090268729833
"Coorg",1918,"0","January",0,166545.774837321,0
"Bombay Presidency",1918,"0","January",23632,15962873.5431053,1480.43520711891
"Lower Burma",1918,"0","January",303,6614453.779375,45.8087712313912
"Upper Burma",1918,"0","January",1495,6733929.803,222.010036299156
"Ajmer Merwara",1918,"0","January",1655,445109.775526316,3718.18389754092
"Bengal",1918,"1","January",0,1620128.05229665,0
"Bihar And Orissa",1918,"1","January",0,3901465.036625,0
"Assam",1918,"1","January",0,514191.877375,0
"United Province Of Agra And Oudh",1918,"1","January",595,833623.118559809,713.751798328169
"Punjab",1918,"1","January",964,3916726.87711962,246.123875941263
"Jammu And Kashmir",1918,"1","January",217,3262696.89899522,66.5093959744858
"Baluchistan Agency",1918,NA,"January",0,802728.828125,0
"Rajputana Agency",1918,"1","January",20353,10298372.8544306,1976.33162905377
"Central India Agency",1918,"1","January",2491,6094809.60842105,408.708419137203
"Central Province And Berar",1918,"1","January",0,1367347.82885646,0
"Baroda",1918,"1","January",4664,2093085.59379904,2228.28918884996
"Bombay Presidency",1918,"1","January",4435,6904404.11096651,642.343630054291
"Burma",1918,"1","January",0,13348383.582375,0
"Hyderabad",1918,"1","January",4953,12701086.9598086,389.966623775847
"Mysore",1918,"1","January",1044,5898530.90949761,176.993223570124
"Bangalore Civil And Military Station",1918,"1","January",175,113860.337545455,1536.97067629136
"Madras Presidency",1918,"1","January",5,478054.033636364,10.459068741596
"Calcutta City",1918,"0","January",3,1048257.57804306,2.86189202237922
"Bombay City",1918,"0","January",71,1144721.03929187,62.0238447298225
"Madras City",1918,"0","January",1,415151.316803828,2.40876027492533
"Delhi",1919,"0","January",0,468370.615157895,0
"Bengal",1919,"0","January",15,46417016.730488,0.323157347381776
"Bihar And Orissa",1919,"0","January",1357,33895356.8045714,40.0349820131406
"Assam",1919,"0","January",0,7274628.4697799,0
"United Province Of Agra And Oudh",1919,"0","January",1079,45437949.450067,23.7466701965885
"Punjab",1919,"0","January",129,20313299.4331483,6.35051929523035
"North West Frontier Province",1919,"0","January",0,2242915.13389474,0
"Central Province And Berar",1919,"0","January",165,13723893.0364402,12.0228276016059
"Madras Presidency",1919,"0","January",1367,39800316.8627368,34.3464602232818
"Coorg",1919,"0","January",0,165516.739062201,0
"Bombay Presidency",1919,"0","January",801,15952499.3608421,50.211567597124
"Lower Burma",1919,"0","January",351,6687004.99714286,52.4898665620814
"Upper Burma",1919,"0","January",446,6826912.99771429,65.3296739169409
"Ajmer Merwara",1919,"0","January",0,444850.804210526,0
"Bengal",1919,"1","January",0,1629091.00382775,0
"Bihar And Orissa",1919,"1","January",0,3912295.87257143,0
"Assam",1919,"1","January",0,519212.443428571,0
"United Province Of Agra And Oudh",1919,"1","January",0,826409.189933014,0
"Punjab",1919,"1","January",50,3944521.89986603,12.6758074284486
"Jammu And Kashmir",1919,"1","January",0,3279859.62832536,0
"Baluchistan Agency",1919,NA,"January",0,799958.468571429,0
"Rajputana Agency",1919,"1","January",22,10218586.8267177,2.1529395769754
"Central India Agency",1919,"1","January",53,6055599.38736842,8.75223022687969
"Central Province And Berar",1919,"1","January",0,1362593.50576077,0
"Baroda",1919,"1","January",1,2103158.05366507,0.475475439545473
"Bombay Presidency",1919,"1","January",151,6905643.39027751,21.8661740066963
"Burma",1919,"1","January",17,13513917.9948571,1.25796234714977
"Hyderabad",1919,"1","January",870,12581844.8130144,69.147252483999
"Mysore",1919,"1","January",801,5920450.69416268,135.293754036285
"Bangalore Civil And Military Station",1919,"1","January",141,115625.842909091,1219.45056963484
"Madras Presidency",1919,"1","January",0,477718.152727273,0
"Calcutta City",1919,"0","January",1,1049235.32107177,0.953075044193635
"Bombay City",1919,"0","January",4,1159084.90415311,3.45099827084938
"Madras City",1919,"0","January",8,455679.273339713,17.5562077716796
"Delhi",1920,"0","January",0,478203.024526316,0
"Bengal",1920,"0","January",1,46556925.049445,0.021479081767921
"Bihar And Orissa",1920,"0","January",2566,33914035.5491429,75.6618891986993
"Assam",1920,"0","January",0,7365688.59838756,0
"United Province Of Agra And Oudh",1920,"0","January",2796,45378726.6607081,61.6147742730948
"Punjab",1920,"0","January",633,20491856.8732823,30.8903192089595
"North West Frontier Province",1920,"0","January",0,2246942.85331579,0
"Central Province And Berar",1920,"0","January",4216,13717472.2552249,307.345254399487
"Madras Presidency",1920,"0","January",1836,39939865.5367895,45.9691081911335
"Coorg",1920,"0","January",0,164605.885086124,0
"Bombay Presidency",1920,"0","January",1724,15966663.8124737,107.974967109482
"Lower Burma",1920,"0","January",518,6762580.09491071,76.5979837177573
"Upper Burma",1920,"0","January",471,6906768.06042857,68.1939795689004
"Ajmer Merwara",1920,"0","January",0,445352.822368421,0
"Bengal",1920,"1","January",0,1639300.86760766,0
"Bihar And Orissa",1920,"1","January",0,3931269.64451786,0
"Assam",1920,"1","January",0,524801.997839286,0
"United Province Of Agra And Oudh",1920,"1","January",67,820558.584291866,81.651695908855
"Punjab",1920,"1","January",50,3974685.36858373,12.5796120606689
"Jammu And Kashmir",1920,"1","January",0,3298977.83229665,0
"Baluchistan Agency",1920,NA,"January",0,798795.218660714,0
"Rajputana Agency",1920,"1","January",0,10164213.8853014,0
"Central India Agency",1920,"1","January",780,6025611.01789474,129.447453160115
"Central Province And Berar",1920,"1","January",0,1360655.74589952,0
"Baroda",1920,"1","January",0,2115816.68445933,0
"Bombay Presidency",1920,"1","January",214,6918700.72007656,30.9306629464429
"Burma",1920,"1","January",15,13669348.1553393,1.0973456692696
"Hyderabad",1920,"1","January",2785,12500550.131866,222.790194881149
"Mysore",1920,"1","January",471,5946969.21614833,79.2000064034386
"Bangalore Civil And Military Station",1920,"1","January",117,117323.907181818,997.23920563508
"Madras Presidency",1920,"1","January",0,476763.464545455,0
"Calcutta City",1920,"0","January",1,1048644.85633014,0.953611696050864
"Bombay City",1920,"0","January",4,1169648.00390431,3.41983228000896
"Madras City",1920,"0","January",0,493571.418162679,0
"Delhi",1921,"0","January",0,488452,0
"Bengal",1921,"0","January",0,46703702,0
"Bihar And Orissa",1921,"0","January",2406,33995418,70.7742437524963
"Assam",1921,"0","January",0,7459657,0
"United Province Of Agra And Oudh",1921,"0","January",3730,45374658,82.2044763400751
